"Median_House_Value","Median_Income","Median_Age","Tot_Rooms","Tot_Bedrooms","Population","Households","Latitude","Longitude","Distance_to_coast","Distance_to_LA","Distance_to_SanDiego","Distance_to_SanJose","Distance_to_SanFrancisco"
"172800","2.6667","50","954","217","546","201","37.79","-122.19","7040.5695824776","546706.97618154","725599.1742235","56916.531256874","21280.575735948"
"336700","5.4446","37","1643","262","620","266","37.81","-122.18","9430.448165193","547787.0052475","726724.11234623","58512.315518201","22442.111869149"
"318200","6.2838","34","1355","195","442","195","37.8","-122.18","8419.7046533896","546954.39783622","725876.32254631","57512.359933719","22271.991399969"
"285800","6.7527","23","2317","336","955","328","37.8","-122.18","8419.7046533896","546954.39783622","725876.32254631","57512.359933719","22271.991399969"
"293000","7.0712","24","2459","317","916","324","37.77","-122.13","9141.3238231898","541544.82283646","720490.4942301","52639.043076336","26486.032565556"
"371000","5.9849","22","12842","2048","4985","1967","37.79","-122.16","8453.6672962866","544956.97290576","723891.4435042","55749.91432652","23908.810072364"
"157300","3.6875","42","1524","260","651","267","37.78","-122.17","7037.4311935817","544707.86234597","723612.89400846","55129.232525452","22974.798768333"
"135300","2.875","30","3326","746","1704","703","37.77","-122.17","6237.233753162","543877.27685063","722766.50322802","54135.250962089","22970.818606114"
"136700","3.4205","43","1985","440","1085","407","37.78","-122.18","6498.1659216379","545292.16413311","724182.8782075","55525.228938231","22096.302626735"
"160700","3.2984","50","1642","322","713","284","37.78","-122.18","6498.1659216379","545292.16413311","724182.8782075","55525.228938231","22096.302626735"
"140600","3.875","49","893","177","468","181","37.78","-122.17","7037.4311935817","544707.86234597","723612.89400846","55129.232525452","22974.798768333"
"144000","4.175","52","653","128","296","121","37.78","-122.17","7037.4311935817","544707.86234597","723612.89400846","55129.232525452","22974.798768333"
"161900","4.375","47","1256","217","570","218","37.77","-122.16","6910.0879400808","543292.86660619","722196.46542748","53743.417602943","23849.606622066"
"156300","4.7708","48","977","194","446","180","37.77","-122.16","6910.0879400808","543292.86660619","722196.46542748","53743.417602943","23849.606622066"
"176000","3.5739","45","2324","397","968","384","37.77","-122.16","6910.0879400808","543292.86660619","722196.46542748","53743.417602943","23849.606622066"
"145800","3.0958","39","1583","349","857","316","37.77","-122.16","6910.0879400808","543292.86660619","722196.46542748","53743.417602943","23849.606622066"
"141900","3.3958","39","1612","342","912","322","37.77","-122.17","6237.233753162","543877.27685063","722766.50322802","54135.250962089","22970.818606114"
"90700","1.871","31","2424","533","1360","452","37.77","-122.17","6237.233753162","543877.27685063","722766.50322802","54135.250962089","22970.818606114"
"90600","1.9356","41","1594","367","1074","355","37.76","-122.17","5545.5922941333","543047.69537214","721920.82972639","53145.944010582","23020.610071322"
"107900","2.1842","47","2118","413","965","382","37.76","-122.17","5545.5922941333","543047.69537214","721920.82972639","53145.944010582","23020.610071322"
"107000","2.2917","37","1575","358","933","320","37.76","-122.18","4842.7618658412","543633.93563092","722492.29756285","53556.717125109","22143.689583396"
"98200","2.4333","38","1764","397","987","354","37.76","-122.17","5545.5922941333","543047.69537214","721920.82972639","53145.944010582","23020.610071322"
"89500","1.9479","50","1187","261","907","246","37.76","-122.18","4842.7618658412","543633.93563092","722492.29756285","53556.717125109","22143.689583396"
"93800","3.9063","52","754","175","447","165","37.76","-122.18","4842.7618658412","543633.93563092","722492.29756285","53556.717125109","22143.689583396"
"96700","1.8407","49","2308","452","1299","451","37.76","-122.18","4842.7618658412","543633.93563092","722492.29756285","53556.717125109","22143.689583396"
"97500","2.0786","27","909","236","396","157","37.77","-122.18","5621.6385855048","544462.54694263","723337.22866765","54538.519179532","22092.042975952"
"97300","2.8125","42","1180","257","877","268","37.77","-122.18","5621.6385855048","544462.54694263","723337.22866765","54538.519179532","22092.042975952"
"91200","1.8913","43","2018","408","1111","367","37.76","-122.18","4842.7618658412","543633.93563092","722492.29756285","53556.717125109","22143.689583396"
"91400","1.7056","49","1368","282","790","269","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"96200","2.2768","52","2744","547","1479","554","37.77","-122.18","5621.6385855048","544462.54694263","723337.22866765","54538.519179532","22092.042975952"
"120100","3.2552","51","2107","471","1173","438","37.77","-122.18","5621.6385855048","544462.54694263","723337.22866765","54538.519179532","22092.042975952"
"100000","2.0556","52","1748","362","1029","366","37.77","-122.18","5621.6385855048","544462.54694263","723337.22866765","54538.519179532","22092.042975952"
"94700","2.4659","52","2024","391","1030","350","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"85700","1.75","47","1116","259","826","279","37.76","-122.2","3672.6509236841","544808.98282057","723637.28895346","54411.822189762","20390.386696406"
"89300","2.0469","41","2036","510","1412","454","37.77","-122.19","5084.1441665573","545048.67410614","723908.64011416","54952.970509811","21213.281281514"
"101400","2.7159","45","1852","393","1132","349","37.77","-122.19","5084.1441665573","545048.67410614","723908.64011416","54952.970509811","21213.281281514"
"72500","1.2083","41","921","207","522","159","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"74100","1.925","45","995","238","630","237","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"70000","1.5809","36","606","132","531","133","37.75","-122.2","2794.5307944314","543983.32424094","722794.56522539","53450.945347319","20506.468874614"
"84600","1.4097","37","2680","736","1925","667","37.76","-122.2","3672.6509236841","544808.98282057","723637.28895346","54411.822189762","20390.386696406"
"81800","0.7683","38","1493","370","1144","351","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"81400","1.3194","19","2207","565","1481","520","37.75","-122.19","3466.8245533802","543394.40297251","722220.98436134","53009.978294284","21378.379607363"
"81800","0.8012","28","856","189","435","162","37.75","-122.19","3466.8245533802","543394.40297251","722220.98436134","53009.978294284","21378.379607363"
"85800","1.9479","26","1293","297","984","303","37.76","-122.19","4206.8118695167","544221.03237208","723064.4511827","53978.763964497","21266.941060681"
"87100","1.1765","36","847","212","567","159","37.74","-122.19","2968.7271753348","542568.79053447","721378.24218309","52046.916207675","21546.700452801"
"83500","2.3456","42","541","154","380","123","37.74","-122.18","3817.063384677","541979.74909248","720804.60076226","51608.955103486","22412.737376343"
"79700","2.1538","44","1066","253","825","244","37.73","-122.19","2842.6522436735","541744.19970751","720536.22719061","51089.901380212","21770.58426816"
"83400","2.5139","43","707","147","417","155","37.74","-122.19","2968.7271753348","542568.79053447","721378.24218309","52046.916207675","21546.700452801"
"84700","1.2625","45","1528","291","801","287","37.73","-122.19","2842.6522436735","541744.19970751","720536.22719061","51089.901380212","21770.58426816"
"80000","2.9063","42","909","215","646","198","37.73","-122.18","3719.9571466378","541154.18314642","719961.84014257","50643.604429439","22628.167833954"
"76400","2.5192","43","1391","293","855","285","37.73","-122.18","3719.9571466378","541154.18314642","719961.84014257","50643.604429439","22628.167833954"
"79700","2.1111","44","548","119","435","136","37.73","-122.18","3719.9571466378","541154.18314642","719961.84014257","50643.604429439","22628.167833954"
"82400","2.455","42","4074","874","2736","780","37.73","-122.18","3719.9571466378","541154.18314642","719961.84014257","50643.604429439","22628.167833954"
"97700","2.4028","41","1613","445","1481","414","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"97200","2.15","47","463","134","327","137","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"101600","2.4776","43","818","193","494","179","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"86500","2.1587","43","1473","371","1231","341","37.73","-122.17","4598.0748558745","540565.02123461","719388.13817983","50208.82760938","23487.348503097"
"90500","1.8438","35","504","126","323","109","37.74","-122.18","3817.063384677","541979.74909248","720804.60076226","51608.955103486","22412.737376343"
"107600","3.0298","46","1026","226","749","225","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"84200","2.25","46","769","183","693","178","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"88900","2.2467","46","2103","391","1339","354","37.74","-122.18","3817.063384677","541979.74909248","720804.60076226","51608.955103486","22412.737376343"
"80700","4.0469","45","330","76","282","80","37.75","-122.18","4216.008379354","542806.33480452","721648.08741665","52580.097693057","22250.853159276"
"87100","1.325","46","941","218","621","195","37.75","-122.18","4216.008379354","542806.33480452","721648.08741665","52580.097693057","22250.853159276"
"85100","1.6196","38","992","279","732","259","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"82000","2.1731","45","990","261","901","260","37.75","-122.18","4216.008379354","542806.33480452","721648.08741665","52580.097693057","22250.853159276"
"82800","1.9167","36","1126","263","482","150","37.75","-122.19","3466.8245533802","543394.40297251","722220.98436134","53009.978294284","21378.379607363"
"84600","2.069","43","1036","233","652","213","37.75","-122.18","4216.008379354","542806.33480452","721648.08741665","52580.097693057","22250.853159276"
"82100","1.712","36","1047","214","651","166","37.75","-122.18","4216.008379354","542806.33480452","721648.08741665","52580.097693057","22250.853159276"
"89300","2.5625","33","1280","307","999","286","37.76","-122.17","5545.5922941333","543047.69537214","721920.82972639","53145.944010582","23020.610071322"
"98300","1.9821","43","1587","320","907","306","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"92300","2.5043","41","1257","271","828","230","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"88800","2.3281","44","1218","248","763","254","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"90000","1.4375","48","1751","390","935","349","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"95500","2.5122","45","2299","514","1437","484","37.76","-122.16","6292.9341513079","542462.31437872","721350.04930904","52746.708013882","23897.683584321"
"91700","1.5625","38","2457","624","1516","482","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"100400","3.1587","47","998","211","597","185","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"94800","1.8426","40","1685","343","949","342","37.76","-122.17","5545.5922941333","543047.69537214","721920.82972639","53145.944010582","23020.610071322"
"164300","4.6696","46","1827","307","881","302","37.76","-122.16","6292.9341513079","542462.31437872","721350.04930904","52746.708013882","23897.683584321"
"155500","2.4598","36","2781","574","1438","519","37.76","-122.16","6292.9341513079","542462.31437872","721350.04930904","52746.708013882","23897.683584321"
"196900","6.0749","39","1823","286","763","270","37.76","-122.15","7070.6874777506","541877.79544156","720779.95794969","52359.273049527","24774.893860855"
"279100","4.8304","27","2229","365","1297","355","37.77","-122.14","8371.360322046","542126.63680341","721058.45928837","52995.062645727","25607.214673569"
"252800","5.5701","34","1513","231","545","211","37.76","-122.14","7869.8409958615","541294.1413595","720210.55729047","51983.902981172","25652.22686102"
"275400","5.37","26","3266","491","1222","533","37.76","-122.13","8684.4889183385","540711.35493931","719641.84897668","51620.861009749","26529.670399924"
"250000","6.86","33","1809","261","808","219","37.75","-122.12","9207.81797024","539295.99725215","718225.15989524","50249.052443856","27494.510515957"
"329800","7.6923","28","794","111","329","109","37.75","-122.12","9207.81797024","539295.99725215","718225.15989524","50249.052443856","27494.510515957"
"195500","4.0313","36","690","105","299","109","37.75","-122.14","7500.7987734176","540462.64889497","719363.37159924","50976.941121917","25745.230462181"
"255900","6.8323","33","1334","200","579","202","37.75","-122.14","7500.7987734176","540462.64889497","719363.37159924","50976.941121917","25745.230462181"
"311100","4.975","30","414","54","137","50","37.75","-122.13","8351.6318951234","539878.88811766","718793.91885545","50606.625852863","26619.724831305"
"330000","5.3602","36","768","93","229","93","37.75","-122.13","8351.6318951234","539878.88811766","718793.91885545","50606.625852863","26619.724831305"
"248900","5","41","4400","666","1476","648","37.74","-122.13","8157.9423788788","539047.42700951","717946.70640026","49596.579745619","26755.727176832"
"142900","2.925","46","954","161","429","154","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"126300","3.8913","40","1445","256","849","255","37.75","-122.15","6657.371306303","541047.27676221","719933.51647453","51359.722632497","24871.058148067"
"135800","3.225","44","1938","399","946","331","37.75","-122.15","6657.371306303","541047.27676221","719933.51647453","51359.722632497","24871.058148067"
"130600","3.1458","41","856","178","571","191","37.74","-122.15","6412.4430239228","540217.76758976","719087.79500958","50364.884546271","25016.325687864"
"107900","2.537","24","1790","454","1137","386","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"111100","2.5568","44","617","131","378","135","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"122000","3.5083","43","1383","275","853","272","37.74","-122.15","6412.4430239228","540217.76758976","719087.79500958","50364.884546271","25016.325687864"
"118000","3.3125","49","1325","277","764","282","37.74","-122.15","6412.4430239228","540217.76758976","719087.79500958","50364.884546271","25016.325687864"
"95200","1.8235","40","1227","294","928","261","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"94300","3.8047","35","667","140","406","133","37.75","-122.16","5824.5675255768","541632.76890548","720504.35183242","51754.693777353","23997.243095012"
"92500","2.2917","34","1223","281","824","280","37.74","-122.17","4676.8790487968","541391.56292182","720231.64466405","51182.436942432","23279.755243372"
"91800","2.4962","37","1379","287","835","259","37.75","-122.17","5007.6905663106","542219.12251888","721075.87602728","52161.577650494","23123.825814687"
"109400","4.0417","43","1534","300","826","295","37.74","-122.16","5542.8345836371","540804.23481929","719659.37553118","50767.650139648","24147.648382846"
"129500","3.4844","46","1029","181","567","211","37.74","-122.16","5542.8345836371","540804.23481929","719659.37553118","50767.650139648","24147.648382846"
"143400","4.1458","52","771","147","355","144","37.74","-122.16","5542.8345836371","540804.23481929","719659.37553118","50767.650139648","24147.648382846"
"98200","2.625","47","824","223","533","166","37.74","-122.16","5542.8345836371","540804.23481929","719659.37553118","50767.650139648","24147.648382846"
"103100","2.0227","44","1097","239","609","215","37.74","-122.16","5542.8345836371","540804.23481929","719659.37553118","50767.650139648","24147.648382846"
"276800","3.3333","49","1283","238","576","236","37.9","-122.29","3830.7686732849","561681.91274939","740603.87424423","71852.41166796","18717.611987735"
"270900","5.338","52","1604","263","594","286","37.9","-122.29","3830.7686732849","561681.91274939","740603.87424423","71852.41166796","18717.611987735"
"246200","3.4732","52","2248","422","870","377","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"224200","3.5125","38","2263","522","1027","509","37.9","-122.3","2958.9442930913","562264.930724","741173.21195341","72285.093269398","18147.367652195"
"229100","3.1375","52","1571","349","693","326","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"211600","2.8036","46","1520","402","815","375","37.89","-122.3","3024.4288234583","561434.90706195","740327.84897127","71322.836017414","17303.653923293"
"256100","4.5824","15","5083","1212","2420","1146","37.9","-122.3","2958.9442930913","562264.930724","741173.21195341","72285.093269398","18147.367652195"
"206300","3.0208","36","1077","293","518","276","37.89","-122.3","3024.4288234583","561434.90706195","740327.84897127","71322.836017414","17303.653923293"
"221300","4.0875","52","1248","283","620","275","37.89","-122.3","3024.4288234583","561434.90706195","740327.84897127","71322.836017414","17303.653923293"
"207400","4.5268","42","1342","291","551","266","37.89","-122.33","791.54942653459","563191.75987643","742042.04825403","72686.858097404","15671.541565426"
"350000","1.7375","37","3061","930","2556","924","37.88","-122.34","1931.3040036995","562953.74027618","741773.02206821","72223.826374764","14258.178693472"
"218200","3.1795","52","3171","698","1498","696","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"216700","3.8672","50","1211","261","523","227","37.88","-122.29","4234.7249994819","560020.95783417","738912.39932265","69920.308083243","17117.433722771"
"270600","5.1675","52","979","175","374","153","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"261400","5.1696","52","2269","380","1004","371","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"261300","4.2614","52","1844","332","769","334","37.88","-122.28","5039.2626440506","559436.89183152","738342.28105541","69483.946819597","17764.489219403"
"232200","5.0551","52","2178","421","940","423","37.89","-122.29","3881.6763390479","560850.94913314","739757.78611802","70884.221472875","17900.875349639"
"375400","5.6228","42","1650","274","645","256","37.9","-122.27","5579.7032087062","560518.38351851","739467.21411834","71011.91604075","19925.365679066"
"357300","7.8864","52","1927","279","705","288","37.9","-122.26","6455.3814510455","559937.87748339","738899.89481341","70604.398056223","20558.923853431"
"374400","7.9556","52","2079","273","684","275","37.9","-122.27","5579.7032087062","560518.38351851","739467.21411834","71011.91604075","19925.365679066"
"358800","6.174","52","1803","240","572","236","37.9","-122.27","5579.7032087062","560518.38351851","739467.21411834","71011.91604075","19925.365679066"
"417500","6.9414","52","2041","270","671","253","37.9","-122.27","5579.7032087062","560518.38351851","739467.21411834","71011.91604075","19925.365679066"
"430500","8.8342","52","3046","373","975","365","37.89","-122.27","5614.9751947878","559685.53841704","738619.67509718","70031.991019898","19160.346343057"
"362900","7.1754","52","2318","328","779","312","37.9","-122.28","4704.6821549752","561099.72947854","740035.20778107","71427.970006221","19310.966146807"
"397000","10.0825","52","2003","250","658","244","37.9","-122.28","4704.6821549752","561099.72947854","740035.20778107","71427.970006221","19310.966146807"
"346800","4.9083","52","2261","328","819","335","37.9","-122.28","4704.6821549752","561099.72947854","740035.20778107","71427.970006221","19310.966146807"
"327100","5.7912","52","1225","169","412","168","37.89","-122.28","4746.3322828972","560267.82538035","739188.39430742","70453.888914194","18520.497185527"
"290100","4.5893","52","2315","408","835","369","37.89","-122.28","4746.3322828972","560267.82538035","739188.39430742","70453.888914194","18520.497185527"
"292000","5.4171","52","2070","329","722","306","37.89","-122.28","4746.3322828972","560267.82538035","739188.39430742","70453.888914194","18520.497185527"
"270900","4.125","52","2616","473","1085","487","37.89","-122.28","4746.3322828972","560267.82538035","739188.39430742","70453.888914194","18520.497185527"
"371100","7.266","52","2640","366","973","355","37.89","-122.27","5614.9751947878","559685.53841704","738619.67509718","70031.991019898","19160.346343057"
"335600","5.3989","52","1978","293","723","272","37.89","-122.27","5614.9751947878","559685.53841704","738619.67509718","70031.991019898","19160.346343057"
"371300","7.8336","37","2220","335","903","362","37.9","-122.26","6455.3814510455","559937.87748339","738899.89481341","70604.398056223","20558.923853431"
"344000","6.1593","41","1125","195","356","181","37.89","-122.25","7358.5698802892","558523.48534842","737484.26072345","69214.113129605","20493.089509624"
